year,age,population,sex
2018,69,249945,women
2018,70,127622,men
2018,70,220123,women
2018,71,117577,men
2018,71,212546,women
2018,72,73484,men
2018,72,139598,women
2018,73,78939,men
2018,73,158533,women
2018,74,68046,men
2018,74,140106,women
2018,75,82581,men
2018,75,176816,women
2018,76,107218,men
2018,76,227786,women
2018,77,103162,men
2018,77,225131,women
2018,78,99682,men
2018,78,234596,women
2018,79,97145,men
2018,79,234156,women
2018,80 і старше,463603,men
2018,80 і старше,1214299,women
2018,Вік невідомий,NA-,men
2018,Вік невідомий,NA,women
